video_url,user_url,username,title,view_num,created_at,shortdesc,collected_at
/watch?v=-z4AnLVzwEE&pp=ygUHRXZlcmVzdA%3D%3D,/@TechLand12,Cosmos Lab,Mount Everest Has Been Closed Down And Something TERRIFYING Is Happening!,3K weergaven,19 uur geleden,Mount Everest Has Been Closed Down And Something TERRIFYING Is Happening! It's no news that Mount Everest is the tallest ...,2024-01-28 18:16:31.693104
/watch?v=qc9virhVzGg&pp=ygUHRXZlcmVzdA%3D%3D,/@infoRealHorrorStories,Real Horror Stories,How 2023 Became One of Mt. Everest's DEADLIEST Years Ever,190K weergaven,3 maanden geleden,Related Videos Horrifying Story of Friends Climbed Active Volcano End up Dead || Kamchatka Tragedy ...,2024-01-28 18:16:31.697083
/watch?v=k5ipaj74Jow&pp=ygUHRXZlcmVzdA%3D%3D,/@jeugdjournaal,NOS Jeugdjournaal,Mount Everest 70 jaar geleden voor het eerst beklommen,54K weergaven,7 maanden geleden,Groot feest in Nepal. Het is vandaag precies 70 jaar geleden dat er voor het eerst een mens op de top van de Mount Everest ...,2024-01-28 18:16:31.700257
/watch?v=8G0fNkk4g0A&pp=ygUHRXZlcmVzdA%3D%3D,/@SonyAlphaUniverse,Sony I Alpha Universe,The Ghosts Above | Renan Ozturk | Sony Alpha Films,3 mln. weergaven,3 jaar geleden,#SonyAlpha films presents #TheGhostsAbove #OfficialFilm.,2024-01-28 18:16:31.710301
/watch?v=ELu5lIfp4ng&pp=ygUHRXZlcmVzdA%3D%3D,/@MadisonClysdalee,Madison Clysdale,12 Days Hiking to Everest Base Camp (I got sick),"1,1 mln. weergaven",3 maanden geleden,A lot of firsts for me on this one. It was my first international trip and man was it an experience. I met up with a stranger from ...,2024-01-28 18:16:31.722393
/shorts/QYo3UYEij5I,/@zackdfilms,Zack D. Films,The Dark Truth About Mount Everest 😨,"5,9 mln. weergaven",9 maanden geleden,Mount Everest is covered in human corpses they can easily be seen from climbing routes and some of them are even used as ...,2024-01-28 18:16:31.727191
/watch?v=iRGFxtqx72g&pp=ygUHRXZlcmVzdA%3D%3D,/@tutorialsbyjoeandlisa,Tutorials by Joe & Lisa,The Most TRAGIC Everest Stories MARATHON!,469K weergaven,7 maanden geleden,"Climbing Everest has always been a dream for many, some have succeeded and some have not. In this video we tell some of the ...",2024-01-28 18:16:31.735399
/watch?v=Ue5JwDb-DM8&pp=ygUHRXZlcmVzdA%3D%3D,/channel/UCOf6pX571cKC0rhOZqv2y7Q,Beabadoobee,Beabadoobee - Everest,292K weergaven,4 jaar geleden,Beabadoobee - Everest Patched Up - Out Now http:/dirtyhit.lnk.to/patchedup.,2024-01-28 18:16:31.742061
/watch?v=gAIwWeFURPk&pp=ygUHRXZlcmVzdA%3D%3D,/@gorakhbista,Gorakh Bista,"A Helicopter Flight to Mount Everest, EBC+ World’s Most Dangerous Airport - Lukla",2 mln. weergaven,4 maanden geleden,"Helicopter take off from Luka Airport. Lukla is the gateway to Mount Everest. There is no road, no car. A flight to Lukla is 25 ...",2024-01-28 18:16:31.747372
/watch?v=bQTkGIpNKaM&pp=ygUHRXZlcmVzdA%3D%3D,/@adventuresgonewrong,Adventures Gone Wrong,Everest's Villain? The Sandy Hill Pittman Story,253K weergaven,1 maand geleden,Sandy Hill Pittman was a part of the 1996 Mount Everest Disaster where 8 people died. She quickly became the villain of the story ...,2024-01-28 18:16:31.752520
/shorts/kUXWs93WqPI,/@Dylan_Anderson,Dylan Anderson,Climber saves a man’s life climbing Mount Everest ❤️,14 mln. weergaven,7 maanden geleden,This professional climber was taking a client up Mount Everest when he noticed another man on the mountain who was dying he ...,2024-01-28 18:16:31.756606
/watch?v=HlYMu0356WQ&pp=ygUHRXZlcmVzdA%3D%3D,/channel/UCIcXK1CI8URMIqNO_1cehiQ,AKMU,AKMU - 'EVEREST (with Sam Kim)' OFFICIAL VIDEO,"1,7 mln. weergaven",2 jaar geleden,"지루하고 치열한 삶을 살다가 어느 순간 들려오는 소식. ""그이가 그것을 이뤄냈대!"" 분명 무모했던 그녀의 시작이 무색하게 그 이름은 ...",2024-01-28 18:16:31.766169
/watch?v=4yPZs81lK3w&pp=ygUHRXZlcmVzdA%3D%3D,/channel/UChEJTRbiCUULBRZuD9_77EA,Labrinth,Labrinth - Mount Everest (Official Video),36 mln. weergaven,1 jaar geleden,Official music video for “Mount Everest” by Labrinth Listen to 'Euphoria Season 2 Official Score (From The HBO Original Series)' ...,2024-01-28 18:16:39.867071
/watch?v=cKmC87fXwdI&pp=ygUHRXZlcmVzdA%3D%3D,/@RoyalVibesOfficial,Royal Vibes,Labrinth - Mount Everest (Lyrics),27 mln. weergaven,4 jaar geleden,[Verse 1] Mount Everest ain't got shit on me Mount Everest ain't got shit on me 'Cause I'm on top of the world I'm on top of the ...,2024-01-28 18:16:39.868590
/watch?v=1dNxaVa5-Do&pp=ygUHRXZlcmVzdA%3D%3D,/@SoundtrackedUniverse,Soundtracked Universe,Dario Marianelli - Everest (Original Motion Picture Soundtrack),289K weergaven,8 jaar geleden,1. The Call 0:00 2. Setting Off From Kathmandu 3:11 3. First Trek: Base Camp 4:28 4. Arriving At the Temple 6:58 5. The Lowdown ...,2024-01-28 18:16:39.871336
/watch?v=Ekg3BBmxImo&pp=ygUHRXZlcmVzdA%3D%3D,/@vibemusic.,Vibe Music,Labrinth - Mount Everest (Lyrics),655K weergaven,1 jaar geleden,(Lyrics): [Verse 1] Mount Everest ain't got shit on me Mount Everest ain't got shit on me 'Cause I'm on top of the world I'm on top of ...,2024-01-28 18:16:39.872771
/watch?v=y7wo6IwOyWc&pp=ygUHRXZlcmVzdA%3D%3D,/@InDeepFilms,In Deep Films,Everest for Mountaineers - Full Doc,"3,4 mln. weergaven",2 jaar geleden,Everest for Mountaineers: 4k Ultra HD - Complete Film The 3rd anniversary release of Everest for Mountaineers including all ...,2024-01-28 18:16:39.874659
/watch?v=Ard0ugA6Do8&pp=ygUHRXZlcmVzdA%3D%3D,/@AskAMortician,Caitlin Doughty,THE FROZEN BODIES OF MOUNT EVEREST,"2,8 mln. weergaven",6 jaar geleden,"More than 300 people have died on Mount Everest, and many of their bodies remain on the mountain. Death Salon tickets for ...",2024-01-28 18:16:39.876620
/watch?v=FbgAn37WB34&pp=ygUHRXZlcmVzdA%3D%3D,/channel/UCFqJt2uJsLyAOdsY5omRwIw,LOVELESS,Loveless - Everest (Official Audio),83K weergaven,1 jaar geleden,"Loveless - Everest (Official Audio) Listen to the brand new EP ""End of an era"" available everywhere now: ...",2024-01-28 18:16:39.877983
/watch?v=Ev_V5-nZhEg&pp=ygUHRXZlcmVzdA%3D%3D,/@AlfredMusicConcertBand,Alfred Music Concert Band,"Mt. Everest, by Rossano Galante – Score & Sound",434K weergaven,4 jaar geleden,Mt. Everest By Rossano Galante Item: 00-33869 Series: Alfred Concert Band Format: Conductor Score & Parts Grade: 4 ...,2024-01-28 18:16:39.879240
/watch?v=bqt7BTZkOmg&pp=ygUHRXZlcmVzdA%3D%3D,/channel/UCYne4N06sHVhRBXS0Lq5D8g,Soprano Officiel,Soprano feat. Marina Kaye - Mon Everest (Clip officiel),132 mln. weergaven,7 jaar geleden,"""PHOENIX"" le nouvel album disponible ici : https://soprano.lnk.to/phoenix, inclus les titres ""À la vie à l'amour"" & ""Zoum"".",2024-01-28 18:16:39.880538
/shorts/U34-onN14-0,/@aedevii,aedevii,mount everest aint got sh*t on me || wednesday #shorts,15 mln. weergaven,1 jaar geleden,shorts #ae #aesthetics #aftereffects #edits #edit #tiktok #trending #youtube #bollywood #bollywoodmovie #bollywoodfilm ...,2024-01-28 18:16:39.883117
/shorts/FPIJyJ3VfJ0,/@JonGupta,Jon Gupta,Everest Summit Video,"1,7 mln. weergaven",8 maanden geleden,"Subscribe - @JonGupta FULL VIDEOS on Everest, K2, Kanchenjunga, Lhotse & Maklau!",2024-01-28 18:16:39.884487
/watch?v=QWSuNn36Ah0&pp=ygUHRXZlcmVzdA%3D%3D,/channel/UChEJTRbiCUULBRZuD9_77EA,Labrinth,Labrinth - Mount Everest (Live Performance) | Vevo,"1,1 mln. weergaven",3 jaar geleden,"Mount Everest ain't got shit on me Mount Everest ain't got shit on me 'Cause I'm on top of the world I'm on top of the world, yeah ...",2024-01-28 18:16:39.885990
/watch?v=_gW8_KCP7p4&pp=ygUHRXZlcmVzdA%3D%3D,/@DavidSnowClimbing,David Snow,Ultimate Survival: EVEREST · Team Discovery,792K weergaven,2 jaar geleden,Some will succeed. Most will fail. Seven will Die. Everest World Speed Record holder Lhakpa Gelu Sherpa and veteran Ben ...,2024-01-28 18:16:39.887844
/shorts/elyUcCl2sWs,/channel/UCGt7X90Au6BV8rf49BiM6Dg,Ray William Johnson,Mt. Everest is now covered in trash,"9,8 mln. weergaven",7 maanden geleden,Everest got longer lines than Disney Land. #mteverest #everest #raywilliamjohnson #shorts.,2024-01-28 18:16:39.895557
/shorts/7AXltY2B7cQ,/@BestOfTRSHindi,Best Of TRS Hindi,Mount Everest Mein Maut 💀,14 mln. weergaven,1 jaar geleden,RAShorts पूरा Podcast यहाँ देखें: https://youtu.be/zXJ8bDDeu0g नमस्ते दोस्तों! Death On Mount ...,2024-01-28 18:16:39.898717
/watch?v=PnfJDgS9VZc&pp=ygUHRXZlcmVzdA%3D%3D,/@AirPanoVR,AirPano VR,Everest. Aerial 360 video trailer shot in 16K,548K weergaven,8 maanden geleden,Don't forget that this is 360 video: you can change the angle of view. Nepal is lucky to have so many extraordinary landmarks.,2024-01-28 18:16:39.901585
/shorts/6kj9xajipV4,/@zemtv.shorts,ZemTV Shorts,Mount Everest is NOT the highest mountain,776K weergaven,1 jaar geleden,Mount Everest is NOT the highest mountain #Zemtv #Zemtvshorts.,2024-01-28 18:16:39.911394
/watch?v=Bh8gvfrsVD0&pp=ygUHRXZlcmVzdA%3D%3D,/@EverestMystery,Everest Mystery ,My Wildest Dream: Finding Mallory on Mount Everest - Pt 1 #everest #mystery,"7,3K weergaven",7 dagen geleden,Thom Pollard's firsthand account of his experience joining the 1999 Mallory & Irvine Research Expedition on Mount Everest as the ...,2024-01-28 18:16:39.914489
/shorts/pq9uDfQeAYE,/@MountEverest8848M,Mount Everest 8848M,Hillary Steps | Mount Everest Expedition | Mount Everest 8848.86M,212K weergaven,10 maanden geleden,everest #Hillarysteps #everestexpeditionsnepal Enjoy & stay connected with us! My contact info: Everest Expeditions Nepal Pvt.,2024-01-28 18:16:51.851387
/watch?v=GGV8axWrYik&pp=ygUHRXZlcmVzdA%3D%3D,/@JonGupta,Jon Gupta,EVEREST SUMMIT VIDEO! (FULL),2 mln. weergaven,1 jaar geleden,"EVEREST SUMMIT VIDEO ""One of the best, if not the best Everest documentary on the internet - totally awesome!"" Peter James ...",2024-01-28 18:16:51.855886
/watch?v=QEcHBFs-qME&pp=ygUHRXZlcmVzdA%3D%3D,/@cbcfifth,The Fifth Estate,Mount Everest : Into the Death Zone - the fifth estate,"2,7 mln. weergaven",7 jaar geleden,"It was May 19, 2012 and a young and determined Canadian was proudly standing on top of the world after an agonizingly slow ...",2024-01-28 18:16:51.858913
/watch?v=jaAYk9FUBiQ&pp=ygUHRXZlcmVzdA%3D%3D,/@nickjr,Nick Jr.,PAW Patrol Everest Snow Rescues & Adventures! w/ Rubble & Rocky | 60 Minute Compilation | Nick Jr.,1 mln. weergaven,1 jaar geleden,"PAW Patrol Everest is ready for rescues in the snow with the PAW Patrol pups and Cat Pack to save a baby goat, a baby whale, ...",2024-01-28 18:16:51.862006
/watch?v=gZ7fAivQeMM&pp=ygUHRXZlcmVzdA%3D%3D,/@NOS,NOS,"MOUNT EVEREST: Drukte op Mount Everest, zeven doden in een week",51K weergaven,4 jaar geleden,Op een overbevolkte Mount Everest zijn de afgelopen week zeker zeven bergbeklimmers om het leven gekomen. Onder de ...,2024-01-28 18:16:51.864993
/watch?v=NbScCel-upc&pp=ygUHRXZlcmVzdA%3D%3D,/@60MinutesAU,60 Minutes Australia,The survivors of Mt Everest's worst 36 hour tragedy (1996) | 60 Minutes Australia,"5,7 mln. weergaven",5 jaar geleden,"On the roof of the world, groups of exultant mountain climbers congratulated each other on completing the ultimate adventure.",2024-01-28 18:16:51.867898
/watch?v=BuZFeBkbfUE&pp=ygUHRXZlcmVzdA%3D%3D,/@srfdok,SRF Dok,Sherpas – Die wahren Helden am Everest | Doku | SRF Dok,"4,3 mln. weergaven",3 jaar geleden,«Sherpas – Die wahren Helden am Everest» zeigt während mehr als 90 Minuten die Highlights der dreiteiligen Dokumentation ...,2024-01-28 18:16:51.870868
/watch?v=NhBzhi9jPFs&pp=ygUHRXZlcmVzdA%3D%3D,/@eliasaikaly,Elia Saikaly,Everest - The Summit Climb,17 mln. weergaven,5 jaar geleden,Raw and Unfiltered. The final climb on Mt. Everest. Experience what climbers endure on their final push to the top of the world.,2024-01-28 18:16:51.873653
/watch?v=UTxpNiA_Ujc&pp=ygUHRXZlcmVzdA%3D%3D,/@alpin_zeit107,Alpin_Zeit,Mount Everest Base Camp to Summit in 3D,"4,4 mln. weergaven",7 jaar geleden,Mount Everest full ascent from Base Camp to Summit [South Col Route] ---------Hiking Gear ------- Trekking Poles: ...,2024-01-28 18:16:51.877296
/watch?v=z42vN4wf_gc&pp=ygUHRXZlcmVzdA%3D%3D,/channel/UCok6tjN84sl5FyGmoyD0_uA,THE RAMPAGE from EXILE TRIBE,THE RAMPAGE / Everest (MUSIC VIDEO),"3,6 mln. weergaven",6 maanden geleden,#THERAMPAGE #目指すは最高峰 #今年一熱い夜になれ ◇THE RAMPAGE from EXILE TRIBE オフィシャルモバイルサイト ...,2024-01-28 18:16:51.880402
/watch?v=osnq7cC9mhU&pp=ygUHRXZlcmVzdA%3D%3D,/@DavidSnowClimbing,David Snow,Did 2019 Exploitation of Everest Reach its Peak? Inside Everest's Deadliest Season,"1,5 mln. weergaven",2 jaar geleden,"After the tragic 2019 season, climbers mourn those who lost their lives on Mt. Everest. Some question if stricter regulations are ...",2024-01-28 18:16:51.884420
